time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
257,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
258,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
259,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
260,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
261,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
263,0,3.00E-05,1.00E-05,2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,0,1
264,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
265,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
266,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
267,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
268,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
269,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
271,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
272,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
273,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
274,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
275,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
276,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
277,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
278,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,1.00E-05,0,1
279,-1.00E-05,-1.00E-05,-2.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
280,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
281,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
282,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
283,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
284,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
285,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-1.00E-05,0,0,1
287,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
290,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
291,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
292,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
293,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
294,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
295,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
296,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
297,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
298,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
299,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
300,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
301,0,0,0,2.00E-05,0,-1.00E-05,0,0,0,1
303,0,0,0,-1.00E-05,0,-1.00E-05,-2.00E-05,0,0,1
304,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
305,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
306,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
307,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
308,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
310,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
311,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
312,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
313,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
314,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
315,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
316,-3.00E-05,-4.00E-05,-3.00E-05,-3.00E-05,-4.00E-05,-2.00E-05,0,-2.00E-05,0,1
317,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
318,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
319,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
320,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
321,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
322,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
323,0,-2.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
324,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
325,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
326,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
327,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
328,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
329,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
330,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
331,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
332,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
333,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
334,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
335,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
336,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
339,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
340,1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-1.00E-05,-1.00E-05,0,2.00E-05,0,1
341,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
343,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
344,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
345,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
346,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
347,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
348,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
349,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
350,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
351,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
352,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
353,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
354,0,0,-1.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,-1.00E-05,0,1
355,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
356,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
357,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
358,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
360,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
361,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
362,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
363,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
364,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
365,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
366,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
367,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
368,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
369,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
370,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
371,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
372,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
373,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
374,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
375,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
376,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
377,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
378,0,4.00E-05,3.00E-05,4.00E-05,1.00E-05,-3.00E-05,-1.00E-05,0,0,1
379,-3.00E-05,-5.00E-05,-3.00E-05,-5.00E-05,0,0,-1.00E-05,-4.00E-05,0,1
380,-3.00E-05,-5.00E-05,-3.00E-05,-5.00E-05,0,0,-1.00E-05,-4.00E-05,0,1
381,0,0,1.00E-05,0,0,-1.00E-05,-1.00E-05,-1.00E-05,0,1
382,0,0,1.00E-05,0,0,-1.00E-05,-1.00E-05,-1.00E-05,0,1
383,0,0,1.00E-05,0,0,-1.00E-05,-1.00E-05,-1.00E-05,0,1
384,0,0,1.00E-05,0,0,-1.00E-05,-1.00E-05,-1.00E-05,0,1
385,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
386,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
389,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
390,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
391,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
392,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
393,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
394,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
395,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
396,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
397,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
398,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
399,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-2.00E-05,0,0,-1.00E-05,0,1
400,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
401,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
402,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
403,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
404,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
405,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
406,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
407,-1.00E-05,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
408,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
409,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
410,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
411,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
412,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
413,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
414,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
415,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
416,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
417,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
418,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
419,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
420,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
421,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
422,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
423,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
424,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
425,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
426,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
427,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
428,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
429,-2.00E-05,0,-4.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,-2.00E-05,0,1
430,-2.00E-05,-4.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
431,-2.00E-05,-4.00E-05,-2.00E-05,0,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
432,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
433,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
434,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
435,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
436,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
439,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
440,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
441,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
442,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
443,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
444,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
445,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
446,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
447,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
448,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
449,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
450,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
451,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
452,1.00E-05,-1.00E-05,3.00E-05,1.00E-05,0,-1.00E-05,0,-1.00E-05,0,1
453,-2.00E-05,-4.00E-05,0,0,-1.00E-05,-2.00E-05,0,-1.00E-05,0,1
454,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
455,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
456,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
457,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
458,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
459,-1.00E-05,-3.00E-05,-5.00E-05,-1.00E-05,-3.00E-05,0,-1.00E-05,-1.00E-05,0,1
460,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
461,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
462,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
463,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
464,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
465,0,-1.00E-05,2.00E-05,1.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,1
466,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
468,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
469,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
470,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
471,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
472,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
473,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
474,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
475,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
476,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
477,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
478,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
479,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
480,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
481,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
482,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
483,-1.00E-05,-1.00E-05,2.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,-1.00E-05,0,0,1
484,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
485,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
486,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
489,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
490,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
491,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
492,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
493,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
494,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
495,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
496,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
497,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
498,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
499,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
500,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
501,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
502,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
503,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
504,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
505,-2.00E-05,-1.00E-05,-1.00E-05,-2.00E-05,0,0,-2.00E-05,-1.00E-05,0,1
506,-1.00E-05,0,1.00E-05,1.00E-05,0,0,-2.00E-05,-2.00E-05,0,1
507,1.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,-2.00E-05,-3.00E-05,-2.00E-05,-1.00E-05,0,1
508,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
509,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
510,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
511,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
512,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
513,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
514,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
515,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
516,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
517,-1.00E-05,-5.00E-05,-3.00E-05,-1.00E-05,-2.00E-05,0,-1.00E-05,-3.00E-05,0,1
